State,City,poverty_rate
GA,Argyle,23.2
GA,Arlington,37.5
GA,Arnoldsville,4.2
GA,Ashburn,26.4
GA,Athens,36.6
GA,Athens-Clarke County unified government (balance),36.9
GA,Atlanta,24.6
GA,Attapulgus,28.9
GA,Auburn,19
GA,Augusta,25.2
GA,Augusta-Richmond County consolidated government (balance),25.4
GA,Austell,17.2
GA,Avalon,16.5
GA,Avera,23.6
GA,Avondale Estates,4.2
GA,Baconton,40.2
GA,Bainbridge,31.2
GA,Baldwin,33.4
GA,Ball Ground,8.4
GA,Barnesville,33.3
GA,Bartow,15.8
GA,Barwick,36.3
GA,Baxley,21.6
GA,Bellville,9.8
GA,Belvedere Park,27.1
GA,Berkeley Lake,3
GA,Berlin,21.1
GA,Bethlehem,22.3
GA,Between,7.3
GA,Bishop,8.5
GA,Blackshear,31.2
GA,Blairsville,27.4
GA,Blakely,33.3
GA,Bloomingdale,11.9
GA,Blue Ridge,23.9
GA,Bluffton,19.2
GA,Blythe,19.6
GA,Bogart,14.2
GA,Bonanza,16.7
GA,Boston,32.8
GA,Bostwick,14.6
GA,Bowdon,41.1
GA,Bowersville,17.8
GA,Bowman,27.8
GA,Boykin,6.5
GA,Braselton,7.4
GA,Braswell,14.9
GA,Bremen,19.8
GA,Brinson,18
GA,Bronwood,38.2
GA,Brookhaven,15.2
GA,Brooklet,10.5
GA,Brooks,13.3
GA,Broxton,33.9
GA,Brunswick,35.3
GA,Buchanan,29.8
GA,Buckhead,17.6
GA,Buena Vista,27.2
GA,Buford,19.2
GA,Butler,33
GA,Byromville,31.9
GA,Byron,11.5
GA,Cadwell,49.5
GA,Cairo,42.6
GA,Calhoun,24.3
GA,Calvary,6.2
GA,Camak,15.5
GA,Camilla,33.3
GA,Candler-McAfee,28
GA,Canon,28.5
GA,Canoochee,16.1
GA,Canton,19
GA,Carl,32.1
GA,Carlton,22.5
GA,Carnesville,35.4
GA,Carrollton,28.7
GA,Cartersville,14.9
GA,Cave Spring,23.2
GA,Cecil,29.5
GA,Cedar Springs,0
GA,Cedartown,31
GA,Centerville,12.8
GA,Centralhatchee,28.3
GA,Chamblee,28.6
GA,Chatsworth,11.9
GA,Chattahoochee Hills,13.5
GA,Chattanooga Valley,15.9
GA,Chauncey,33.9
GA,Cherry Log,0
GA,Chester,33.5
GA,Chickamauga,15.1
GA,Clarkesville,17.8
GA,Clarkston,40.1
GA,Claxton,30.3
GA,Clayton,19.6
GA,Clermont,4.7
GA,Cleveland,17
GA,Climax,17.6
GA,Cobbtown,19.8
GA,Cochran,38.1
GA,Cohutta,10.9
GA,Colbert,26.5
GA,Coleman,0
GA,College Park,38.4
GA,Collins,41.3
GA,Colquitt,41.8
GA,Columbus,20.5
GA,Comer,27.4
GA,Commerce,23.2
GA,Concord,19.8
GA,Conley,36.2
GA,Conyers,27.8
GA,Coolidge,28.6
GA,Cordele,48.7
GA,Cornelia,39.3
GA,Country Club Estates,25.1
GA,Covington,25.1
GA,Crawford,23.1
GA,Crawfordville,36.6
GA,Crooked Creek,19.5
GA,Culloden,24
GA,Cumming,20.7
GA,Cusseta-Chattahoochee County unified government,11.5
GA,Cuthbert,37.5
GA,Dacula,19.1
GA,Dahlonega,20.3
GA,Daisy,24
GA,Dallas,28
GA,Dalton,23.8
GA,Damascus,31.9
GA,Danielsville,13.7
GA,Danville,22.4
GA,Darien,40.4
GA,Dasher,20.2
GA,Davisboro,21.6
GA,Dawson,49.2
GA,Dawsonville,19
GA,Dearing,21
GA,Decatur,14.9
GA,Deenwood,16.6
GA,Deepstep,1.3
GA,Demorest,12.1
GA,Denton,14.3
GA,De Soto,34.3
GA,Dewy Rose,47.8
GA,Dexter,26.3
GA,Dillard,17
GA,Dock Junction,26.7
GA,Doerun,34.9
GA,Donalsonville,29.2
GA,Dooling,48.4
GA,Doraville,24.3
GA,Douglas,25.8
GA,Douglasville,19.1
GA,Druid Hills,10.1
GA,Dublin,35.6
GA,Dudley,17.7
GA,Duluth,15.4
GA,Dunwoody,9.8
GA,Du Pont,29.4
GA,Dutch Island,4.2
GA,Eagle Grove,-
GA,East Dublin,32.1
GA,East Ellijay,44.8
GA,East Griffin,24.8
GA,Eastman,27
GA,East Newnan,6.5
GA,East Point,27.9
GA,Eatonton,29.5
GA,Edge Hill,0
GA,Edison,54.7
GA,Elberton,32.9
GA,Ellaville,36.3
GA,Ellenton,28.7
GA,Ellijay,38
GA,Emerson,11.5
GA,Empire,25.4
GA,Enigma,35.1
GA,Ephesus,19.7
GA,Epworth,30.6
GA,Eton,25.8
GA,Euharlee,13.2
GA,Evans,4.9
GA,Experiment,43
GA,Fairburn,12.5
GA,Fairmount,19.4
GA,Fair Oaks,41.5
GA,Fairview,19
GA,Fargo,25.1
GA,Fayetteville,10.7
GA,Fitzgerald,42.9
GA,Flemington,8.3
GA,Flovilla,25.8
GA,Flowery Branch,13.6
GA,Folkston,22
GA,Forest Park,34.1
GA,Forsyth,37.1
GA,Fort Gaines,54.5
GA,Fort Oglethorpe,18.8
GA,Fort Stewart,21.4
GA,Fort Valley,45.2
GA,Franklin,39.5
GA,Franklin Springs,22
GA,Funston,42.8
GA,Gainesville,28.3
GA,Garden,29.3
GA,Garfield,17.8
GA,Gay,5
GA,Geneva,9.4
GA,Georgetown,19.1
GA,Georgetown-Quitman County unified government,24
GA,Gibson,19.3
GA,Gillsville,8.7
GA,Girard,38.3
GA,Glennville,24
GA,Glenwood,40.8
GA,Good Hope,16.9
GA,Gordon,23.7
GA,Graham,23.9
GA,Grantville,14.5
GA,Gray,15.7
GA,Grayson,9.2
GA,Greensboro,47
GA,Greenville,40.8
GA,Gresham Park,28.2
GA,Griffin,33.1
GA,Grovetown,15.8
GA,Gumbranch,33.5
GA,Gumlog,25.2
GA,Guyton,21.6
GA,Hagan,28.1
GA,Hahira,14.3
GA,Hamilton,20
GA,Hampton,32.4
GA,Hannahs Mill,31.3
GA,Hapeville,19
GA,Haralson,4
GA,Hardwick,37.6
GA,Harlem,19.8
GA,Harrison,14.9
GA,Hartwell,21.5
GA,Hawkinsville,16.7
GA,Hazlehurst,17.3
GA,Helen,26
GA,Henderson,0
GA,Hephzibah,14.5
GA,Heron Bay,1.3
GA,Hiawassee,32.8
GA,Higgston,45.5
GA,Hilltop,31.1
GA,Hiltonia,36.5
GA,Hinesville,16.7
GA,Hiram,12
GA,Hoboken,21.9
GA,Hogansville,29.7
GA,Holly Springs,13.9
GA,Homeland,27.4
GA,Homer,13.5
GA,Homerville,48.7
GA,Hoschton,7.9
GA,Howard,-
GA,Hull,28.9
GA,Ideal,48.7
GA,Ila,40.7
GA,Indian Springs,12.9
GA,Iron,10.1
GA,Irondale,23.6
GA,Irwinton,15.3
GA,Isle of Hope,3.6
GA,Ivey,17
GA,Jackson,22.8
GA,Jacksonville,7.3
GA,Jakin,29.8
GA,Jasper,7.7
GA,Jefferson,11.1
GA,Jeffersonville,39.3
GA,Jenkinsburg,25.1
GA,Jersey,12.7
GA,Jesup,31.6
GA,Johns Creek,4.7
GA,Jonesboro,30.6
GA,Junction,31.3
GA,Kennesaw,9.6
GA,Keysville,22
GA,Kings Bay Base,24.7
GA,Kingsland,8.9
GA,Kingston,44.9
GA,Kite,23.8
GA,Knoxville,0
GA,LaFayette,23.3
GA,LaGrange,30.2
GA,Lake,22.6
GA,Lakeland,31.3
GA,Lake Park,24.5
GA,Lakeview,19.1
GA,Lakeview Estates,38.1
GA,Lavonia,23.9
GA,Lawrenceville,24.4
GA,Leary,10.8
GA,Leesburg,19.9
GA,Lenox,34.6
GA,Leslie,31.8
GA,Lexington,20.1
GA,Lilburn,17
GA,Lilly,53.5
GA,Lincoln Park,35.4
GA,Lincolnton,27.3
GA,Lindale,22.1
GA,Lithia Springs,31.3
GA,Lithonia,27.1
GA,Locust Grove,9
GA,Loganville,9.2
GA,Lone Oak,22.6
GA,Lookout Mountain,4.1
GA,Louisville,32.9
GA,Lovejoy,17.3
GA,Ludowici,14.9
GA,Lula,13.4
GA,Lumber,27.9
GA,Lumpkin,36.3
GA,Luthersville,28.8
GA,Lyerly,26.6
GA,Lyons,37.2
GA,Mableton,17.6
GA,McCaysville,32.4
GA,McDonough,18.3
GA,McIntyre,33.1
GA,Macon-Bibb County,27.4
GA,McRae-Helena,30.9
GA,Madison,15.2
GA,Manassas,9.8
GA,Manchester,30.2
GA,Mansfield,13.2
GA,Marietta,20.2
GA,Marshallville,29
GA,Martin,20.1
GA,Martinez,9.5
GA,Matthews,3.2
GA,Maxeys,8
GA,Maysville,24.6
GA,Meansville,10.2
GA,Meigs,52.2
GA,Mendes,0
GA,Menlo,39.1
GA,Metter,35.8
GA,Midville,17.3
GA,Midway,10.4
GA,Milan,24.8
GA,Milledgeville,46.8
GA,Millen,43.6
GA,Milner,9
GA,Milton,5.2
GA,Mineral Bluff,25
GA,Mitchell,29.4
GA,Molena,30.6
GA,Monroe,31.7
GA,Montezuma,27.5
GA,Montgomery,19.1
GA,Monticello,34.7
GA,Montrose,10.6
GA,Moody AFB,19
GA,Moreland,9
GA,Morgan,58.7
GA,Morganton,18.7
GA,Morrow,16.2
GA,Morven,25.1
GA,Moultrie,36
GA,Mountain,25.3
GA,Mountain Park,14.6
GA,Mountain Park,9.3
GA,Mount Airy,18.1
GA,Mount Vernon,25.7
GA,Mount Zion,28.5
GA,Nahunta,19.6
GA,Nashville,31.1
GA,Nelson,22.1
GA,Newborn,18.3
GA,Newington,28.9
GA,Newnan,22.6
GA,Newton,38.2
GA,Nicholls,39.7
GA,Nicholson,16.6
GA,Norcross,29.6
GA,Norman Park,21.7
GA,Norristown,41.5
GA,North Decatur,15.9
GA,North Druid Hills,15.6
GA,North High Shoals,7.4
GA,Norwood,19.9
GA,Nunez,15
GA,Oak Park,42.4
GA,Oakwood,15.5
GA,Ochlocknee,42.4
GA,Ocilla,39.5
GA,Oconee,10
GA,Odum,19.8
GA,Offerman,25.1
GA,Oglethorpe,39.2
GA,Oliver,11.3
GA,Omega,58.7
GA,Orchard Hill,34.7
GA,Oxford,19.6
GA,Palmetto,24.6
GA,Panthersville,25.2
GA,Parrott,1.7
GA,Patterson,38.9
GA,Pavo,21.6
GA,Payne,51.9
GA,Peachtree,7.5
GA,Peachtree Corners,11.7
GA,Pearson,31.4
GA,Pelham,35.9
GA,Pembroke,27.9
GA,Pendergrass,10.8
GA,Perkins,0
GA,Perry,22.2
GA,Phillipsburg,61
GA,Pinehurst,21.8
GA,Pine Lake,15.4
GA,Pine Mountain,29.7
GA,Pineview,50.1
GA,Pitts,38
GA,Plains,30.6
GA,Plainville,17.9
GA,Pooler,7.6
GA,Portal,32.5
GA,Porterdale,26.7
GA,Port Wentworth,4.8
GA,Poulan,31.6
GA,Powder Springs,18.7
GA,Pulaski,28.8
GA,Putney,11.3
GA,Quitman,38.8
GA,Ranger,11.2
GA,Raoul,13.7
GA,Ray,32.6
GA,Rayle,33.8
GA,Rebecca,40
GA,Redan,14.8
GA,Reed Creek,16.9
GA,Register,10.5
GA,Reidsville,47
GA,Remerton,51.8
GA,Rentz,29
GA,Resaca,23.3
GA,Rest Haven,28.7
GA,Reynolds,24.7
GA,Rhine,37.2
GA,Riceboro,16.1
GA,Richland,40.4
GA,Richmond Hill,13.2
GA,Riddleville,19
GA,Rincon,13.6
GA,Ringgold,15.1
GA,Riverdale,29.5
GA,Riverside,0
GA,Roberta,38.7
GA,Robins AFB,8.2
GA,Rochelle,16.4
GA,Rockingham,8.3
GA,Rockmart,23
GA,Rocky Ford,13.6
GA,Rome,28.1
GA,Roopville,17.7
GA,Rossville,34.3
GA,Roswell,9.3
GA,Royston,26.6
GA,Russell,18.3
GA,Rutledge,18.4
GA,St. Marys,14.3
GA,St. Simons,5
GA,Sale,30.7
GA,Salem,14.7
GA,Sandersville,35.3
GA,Sandy Springs,12.3
GA,Santa Claus,8.9
GA,Sardis,41.1
GA,Sasser,27
GA,Satilla,3.1
GA,Sautee-Nacoochee,9.2
GA,Savannah,26.5
GA,Scotland,22.4
GA,Scottdale,37.9
GA,Screven,17.4
GA,Senoia,9.4
GA,Seville,43.2
GA,Shady Dale,15.7
GA,Shannon,17.5
GA,Sharon,29.1
GA,Sharpsburg,17.5
GA,Shellman,31.7
GA,Shiloh,1.8
GA,Siloam,24.9
GA,Skidaway Island,2.4
GA,Sky Valley,5.2
GA,Smithville,21.1
GA,Smyrna,13.4
GA,Snellville,13.3
GA,Social Circle,12.4
GA,Soperton,32.8
GA,Sparks,33.1
GA,Sparta,34.4
GA,Springfield,13.9
GA,Stapleton,23.6
GA,Statenville,49.9
GA,Statesboro,52.3
GA,Statham,14.1
GA,Stillmore,24.2
GA,Stockbridge,15.4
GA,Stone Mountain,20.9
GA,Sugar Hill,12.3
GA,Summertown,26.3
GA,Summerville,30.5
GA,Sumner,15.4
GA,Sunny Side,14.9
GA,Sunnyside,46.6
GA,Sunset,0
GA,Surrency,30.4
GA,Suwanee,7.3
GA,Swainsboro,41.1
GA,Sycamore,30.4
GA,Sylvania,30.4
GA,Sylvester,28.7
GA,Talahi Island,3.8
GA,Talbotton,34.2
GA,Talking Rock,6.7
GA,Tallapoosa,24
GA,Tallulah Falls,0
GA,Talmo,8.9
GA,Tarrytown,23.4
GA,Tate,-
GA,Taylorsville,4.5
GA,Temple,6.8
GA,Tennille,36.7
GA,The Rock,0
GA,Thomaston,30.4
GA,Thomasville,27.9
GA,Thomson,40.1
GA,Thunderbolt,12.6
GA,Tifton,39.8
GA,Tiger,41.1
GA,Tignall,35.2
GA,Toccoa,23.2
GA,Toomsboro,19.4
GA,Trenton,25.3
GA,Trion,28
GA,Tucker,16.6
GA,Tunnel Hill,4.4
GA,Turin,6.3
GA,Twin,55.2
GA,Tybee Island,19
GA,Tyrone,11.8
GA,Ty Ty,36
GA,Unadilla,30
GA,Union,27.1
GA,Union Point,45.5
GA,Unionville,41
GA,Uvalda,40.2
GA,Valdosta,35
GA,Varnell,8.8
GA,Vernonburg,2.4
GA,Vidalia,22.8
GA,Vidette,3.1
GA,Vienna,42.7
GA,Villa Rica,18.1
GA,Vinings,5.5
GA,Waco,15.4
GA,Wadley,33.7
GA,Waleska,19.9
GA,Walnut Grove,8.4
GA,Walthourville,27.6
GA,Warm Springs,30.4
GA,Warner Robins,23.1
GA,Warrenton,45.2
GA,Warwick,38.5
GA,Washington,28.1
GA,Watkinsville,7.7
GA,Waverly Hall,14.9
GA,Waycross,36.3
GA,Waynesboro,41.2
GA,Webster County unified government,22.5
GA,West Point,28.4
GA,Whigham,30.5
GA,White,20.2
GA,Whitemarsh Island,11
GA,White Plains,5.9
GA,Whitesburg,18.8
GA,Willacoochee,44.2
GA,Williamson,10.4
GA,Wilmington Island,5.2
GA,Winder,19.8
GA,Winterville,14
GA,Woodbine,29.8
GA,Woodbury,38.5
GA,Woodland,27.6
GA,Woodstock,7
GA,Woodville,31.1
GA,Woolsey,3.2
GA,Wrens,37.3
GA,Wrightsville,29.2
GA,Yatesville,7
GA,Yonah,52.2
GA,Young Harris,36.3
GA,Zebulon,30.8
HI,Ahuimanu,11
HI,Aiea,5.9
HI,Ainaloa,32.3
HI,Anahola,16.9
HI,Captain Cook,8.8
HI,Discovery Harbour,25.7
HI,East Honolulu,3.9
HI,Eden Roc,55.6
HI,Eleele,11.2
HI,Ewa Beach,14
HI,Ewa Gentry,3.1
HI,Ewas,2.7
HI,Fern Acres,20
HI,Fern Forest,48
HI,Haena,12.1
HI,Haiku-Pauwela,10.2
HI,Halaula,13.2
HI,Halawa,9.7
HI,Haleiwa,10.8
HI,Haliimaile,8.2
HI,Hana,11.1
HI,Hanalei,13.8
HI,Hanamaulu,8.3
HI,Hanapepe,4.4
HI,Hauula,14
HI,Hawaiian Acres,20.1
HI,Hawaiian Beaches,32.1
HI,Hawaiian Ocean View,47.5
HI,Hawaiian Paradise Park,27.7
HI,Hawi,18.1
HI,Heeia,1.1
HI,Hickam Housing,7.1
HI,Hilo,18.3
HI,Holualoa,11.7
HI,Honalo,14.5
HI,Honaunau-Napoopoo,9.7
HI,Honokaa,12
HI,Honomu,19.2
HI,Iroquois Point,8.3
HI,Kaaawa,6.7
HI,Kaanapali,6.7
HI,Kahaluu,9.8
HI,Kahaluu-Keauhou,28
HI,Kahuku,15.3
HI,Kahului,11.5
HI,Kailua (Hawaii County),15.4
HI,Kailua (Honolulu County),5.1
HI,Kalaeloa,12.5
HI,Kalaheo,9.7
HI,Kalaoa,13.5
HI,Kalihiwai,9.2
HI,Kaneohe,6.3
HI,Kaneohe Station,7.6
HI,Kapaa,13.3
HI,Kapaau,18.3
HI,Kapalua,7.9
HI,Kapolei,4
HI,Kaumakani,10.4
HI,Kaunakakai,12.5
HI,Kawela Bay,14.5
HI,Keaau,13.5
HI,Kealakekua,15.3
HI,Kekaha,5.4
HI,Keokea,11.5
HI,Kihei,9.6
HI,Kilauea,10.2
HI,Koloa,14.3
HI,Ko Olina,2.4
HI,Kualapuu,16.5
HI,Kukuihaele,25.2
HI,Kula,12.8
HI,Kurtistown,4.7
HI,Lahaina,9.3
HI,Laie,13.1
HI,Lanai,9.4
HI,Launiupoko,3.4
HI,Laupahoehoe,3.6
HI,Lawai,7
HI,Leilani Estates,28.5
HI,Lihue,14.3
HI,Maalaea,6.7
HI,Mahinahina,3.2
HI,Maili,23.1
HI,Makaha,26.3
HI,Makaha Valley,29.3
HI,Makakilo,4.3
HI,Makawao,15.3
HI,Makena,6.1
HI,Manele,0
HI,Maunaloa,44.4
HI,Maunawili,1.8
HI,Mililani Mauka,1.8
HI,Mililani,5
HI,Mokuleia,10.5
HI,Mountain View,34.9
HI,Naalehu,17.6
HI,Nanakuli,16.6
HI,Nanawale Estates,29.8
HI,Napili-Honokowai,5.9
HI,Ocean Pointe,3.8
HI,Olinda,18.9
HI,Olowalu,5.6
HI,Omao,11
HI,Orchidlands Estates,25.6
HI,Paauilo,9.9
HI,Pahala,18.1
HI,Pahoa,26.2
HI,Paia,7.5
HI,Pakala,7.3
HI,Papaikou,8.8
HI,Paukaa,11.7
HI,Pearl,5.7
HI,Pepeekeo,28.5
HI,Poipu,8.9
HI,Princeville,15.8
HI,Puako,8.8
HI,Puhi,7.4
HI,Pukalani,8.3
HI,Punaluu,7.3
HI,Pupukea,6.4
HI,Royal Kunia,2.6
HI,Schofield Barracks,8.6
HI,Ualapue,22
HI,Honolulu,12
HI,Volcano,18.8
HI,Wahiawa,14.9
HI,Waialua,7.6
HI,Waianae,29
HI,Waihee-Waiehu,7.9
HI,Waikane,13.7
HI,Waikapu,4.4
HI,Waikele,1
HI,Waikoloa,7.5
HI,Wailea,16.7
HI,Wailua,10.1
HI,Wailua Homesteads,8
HI,Wailuku,12.7
HI,Waimalu,6.6
HI,Waimanalo,24.3
HI,Waimanalo Beach,9.2
HI,Waimea (Hawaii County),13.6
HI,Waimea (Kauai County),13.1
HI,Wainaku,19.3
HI,Wainiha,28
HI,Waiohinu,22.9
HI,Waipahu,13.5
HI,Waipio,5.9
HI,Waipio Acres,16.4
HI,West Loch Estate,4.3
HI,Wheeler AFB,13.4
HI,Whitmore,10.9
ID,Aberdeen,12.3
ID,Acequia,19.3
ID,Albion,25.6
ID,American Falls,16.1
ID,Ammon,8.5
ID,Arbon Valley,15.5
ID,Arco,35.5
ID,Arimo,9.7
ID,Ashton,20.8
ID,Athol,15.3
ID,Atomic,14.3
ID,Bancroft,13.6
ID,Banks,100
ID,Basalt,14.8
ID,Bellevue,11.3
ID,Bennington,0
ID,Blackfoot,16.9
ID,Blanchard,0
ID,Bliss,31.8
ID,Bloomington,1.6
ID,Boise,14.3
ID,Bonners Ferry,13.5
ID,Bovill,27.6
ID,Buhl,21.2
ID,Burley,21.1
ID,Butte,33.3
ID,Caldwell,20.6
ID,Cambridge,12
ID,Carey,8.7
ID,Cascade,11.2
ID,Castleford,19.7
ID,Challis,18.6
ID,Chubbuck,14.3
ID,Clark Fork,34.3
ID,Clayton,-
ID,Clifton,17.8
ID,Coeur d'Alene,15
ID,Conkling Park,10
ID,Cottonwood,23.9
ID,Council,15.4
ID,Craigmont,6.1
ID,Crouch,17.6
ID,Culdesac,32.1
ID,Dalton Gardens,7.5
ID,Dayton,15.4
ID,Deary,6.1
ID,Declo,7.3
ID,De Smet,49.4
ID,Dietrich,24.1
ID,Donnelly,5.2
ID,Dover,0
ID,Downey,13.8
ID,Driggs,20.3
ID,Drummond,0
ID,Dubois,15.4
ID,Eagle,5.1
ID,East Hope,24.7
ID,Eden,10.8
ID,Elk,65.5
ID,Elk River,29.4
ID,Emmett,26.6
ID,Fairfield,31.9
ID,Ferdinand,15.6
ID,Fernan Lake,11.9
ID,Filer,19.9
ID,Firth,14.8
ID,Fort Hall,23.4
ID,Franklin,11.5
ID,Fruitland,12.3
ID,Garden,19.1
ID,Garden Valley,12.8
ID,Genesee,9.1
ID,Georgetown,10.5
ID,Glenns Ferry,24.9
ID,Gooding,20.1
ID,Grace,6.5
ID,Grand View,27.5
ID,Grangeville,16.6
ID,Greenleaf,18.7
ID,Groveland,7.4
ID,Hagerman,33.5
ID,Hailey,7.6
ID,Hamer,0
ID,Hansen,20.3
ID,Harrison,8.3
ID,Hauser,22
ID,Hayden,5.9
ID,Hayden Lake,2.9
ID,Hazelton,14.3
ID,Heyburn,16.7
ID,Hidden Springs,3.7
ID,Hollister,25.6
ID,Homedale,47.7
ID,Hope,0
ID,Horseshoe Bend,15.4
ID,Huetter,37.3
ID,Idaho,25.2
ID,Idaho Falls,15.9
ID,Inkom,8.3
ID,Iona,4.7
ID,Irwin,9.8
ID,Island Park,13
ID,Jerome,23.9
ID,Juliaetta,15.3
ID,Kamiah,24.6
ID,Kellogg,20
ID,Kendrick,15.8
ID,Ketchum,3.8
ID,Kimberly,11.2
ID,Kooskia,26.6
ID,Kootenai,9.9
ID,Kuna,13.2
ID,Lapwai,19.7
ID,Lava Hot Springs,14.7
ID,Leadore,22.1
ID,Lewiston,11.6
ID,Lewisville,12.6
ID,Lincoln,8.9
ID,Lost River,0
ID,Lowman,0
ID,McCall,18.6
ID,McCammon,14.3
ID,Mackay,27.6
ID,Malad,14.5
ID,Malta,4.6
ID,Marsing,28.8
ID,Melba,16.4
ID,Menan,20.5
ID,Meridian,9.2
ID,Middleton,13.5
ID,Midvale,29.2
ID,Minidoka,47
ID,Montpelier,23.1
ID,Moore,18.7
ID,Moreland,32
ID,Moscow,28.7
ID,Mountain Home,18
ID,Mountain Home AFB,5.7
ID,Moyie Springs,22.1
ID,Mud Lake,11.2
ID,Mullan,22.6
ID,Murphy,25
ID,Murtaugh,28.3
ID,Nampa,23.6
ID,Newdale,10.3
ID,New Meadows,9.8
ID,New Plymouth,16
ID,Nezperce,14.1
ID,Notus,12.2
ID,Oakley,18.4
ID,Oldtown,38.7
ID,Onaway,16.8
ID,Orofino,16.6
ID,Osburn,9.4
ID,Oxford,73.1
ID,Paris,3.5
ID,Parker,10
ID,Parkline,30.4
ID,Parma,26.2
ID,Paul,10.7
ID,Payette,30.2
ID,Peck,25.2
ID,Pierce,13.1
ID,Pinehurst,11
ID,Placerville,21.4
ID,Plummer,30.4
ID,Pocatello,21.9
ID,Ponderay,21.9
ID,Post Falls,13.2
ID,Potlatch,25.3
ID,Preston,11.3
ID,Priest River,20.2
ID,Princeton,0
ID,Rathdrum,17.6
ID,Reubens,14.7
ID,Rexburg,46.1
ID,Richfield,21.5
ID,Rigby,20.6
ID,Riggins,13.5
ID,Ririe,20.5
ID,Riverside,29.5
ID,Roberts,42.7
ID,Robie Creek,4.3
ID,Rockford,0
ID,Rockford Bay,4.2
ID,Rockland,10.7
ID,Rupert,21.9
ID,St. Anthony,13.5
ID,St. Charles,5.5
ID,St. Maries,13.7
ID,Salmon,25.2
ID,Sandpoint,24.3
ID,Shelley,14.8
ID,Shoshone,18.8
ID,Smelterville,31.2
ID,Smiths Ferry,67.3
ID,Soda Springs,9.5
ID,Spencer,0
ID,Spirit Lake,18.9
ID,Stanley,40.4
ID,Star,7.9
ID,State Line,85
ID,Stites,25.9
ID,Sugar,8.1
ID,Sun Valley,7.6
ID,Swan Valley,0
ID,Sweetwater,19
ID,Tensed,33.8
ID,Teton,22.8
ID,Tetonia,3.2
ID,Troy,2.2
ID,Twin Falls,17.1
ID,Tyhee,5.2
ID,Ucon,7.3
ID,Victor,17.6
ID,Wallace,26.3
ID,Wardner,20.4
ID,Warm River,-
ID,Weippe,18.5
ID,Weiser,23.7
ID,Wendell,16.6
ID,Weston,12.1
ID,White Bird,17.2
ID,Wilder,30.5
ID,Winchester,18.7
ID,Worley,16.9
ID,Yellow Pine,0
IL,Abingdon,21.8
IL,Adair,0
IL,Addieville,5.5
IL,Addison,15.8
IL,Adeline,13.3
IL,Albany,9.8
IL,Albers,3.7
IL,Albion,19
IL,Aledo,10.8
IL,Alexis,8.1
IL,Algonquin,3.1
IL,Alhambra,9.1
IL,Allendale,13.2
IL,Allenville,4.1
IL,Allerton,4.3
IL,Alma,29.4
IL,Alorton,48
IL,Alpha,5.4
IL,Alsey,25.4
IL,Alsip,10.2
IL,Altamont,14.5
IL,Alton,24.4
IL,Altona,9.6
IL,Alto Pass,22.3
IL,Alvan,16.8
IL,Amboy,14
IL,Anchor,11.7
IL,Andalusia,6.3
IL,Andover,1.6
IL,Anna,26.3
IL,Annapolis,10
IL,Annawan,9.4
IL,Antioch,9.1
IL,Apple Canyon Lake,9.5
IL,Apple River,9.9
IL,Arcola,14.8
IL,Arenzville,13.5
IL,Argenta,5.2
IL,Arlington,7.8
IL,Arlington Heights,4.6
IL,Armington,11.5
IL,Aroma Park,9.4
IL,Arrowsmith,11.4
IL,Arthur,7
IL,Ashkum,9.1
IL,Ashland,7.4
IL,Ashley,21.1
IL,Ashmore,12.3
IL,Ashton,7.6
IL,Assumption,17.4
IL,Astoria,19.9
IL,Athens,15.3
IL,Atkinson,11
IL,Atlanta,11
IL,Atwood,2.1
IL,Auburn,6.3
IL,Augusta,15.8
IL,Aurora,14.8
IL,Ava,20
IL,Aviston,2.3
IL,Avon,14.1
IL,Baldwin,14.4
IL,Banner,5.9
IL,Bannockburn,12.9
IL,Bardolph,31.3
IL,Barrington,6.3
IL,Barrington Hills,7
IL,Barry,7.9
IL,Bartelso,1.3
IL,Bartlett,4.1
IL,Bartonville,12.4
IL,Basco,14.1
IL,Batavia,5.6
IL,Batchtown,6.3
IL,Bath,16.1
IL,Baylis,17.9
IL,Bay View Gardens,26.2
IL,Beach Park,5.6
IL,Beardstown,19.9
IL,Beason,0
IL,Beaverville,20.7
IL,Beckemeyer,12.3
IL,Bedford Park,11.9
IL,Beecher,5.6
IL,Beecher,17.8
IL,Belgium,24.2
IL,Belknap,50
IL,Belle Prairie,3.3
IL,Belle Rive,16.6
IL,Belleville,18.2
IL,Bellevue,16.2
IL,Bellflower,12.1
IL,Bellmont,18.8
IL,Bellwood,13.5
IL,Belvidere,14.9
IL,Bement,8.2
IL,Benld,22.5
IL,Bensenville,13.9
IL,Benson,9.4
IL,Bentley,0
IL,Benton,23.4
IL,Berkeley,7.3
IL,Berlin,15.3
IL,Berwyn,14
IL,Bethalto,14.5
IL,Bethany,10.9
IL,Biggsville,2
IL,Big Rock,11.8
IL,Bingham,6.7
IL,Bishop Hill,10.3
IL,Bismarck,7.7
IL,Blandinsville,19
IL,Bloomingdale,5.6
IL,Bloomington,12.7
IL,Blue Island,23.3
IL,Blue Mound,12.6
IL,Bluffs,14.1
IL,Bluford,16.7
IL,Bolingbrook,9.1
IL,Bondville,18.5
IL,Bone Gap,11.4
IL,Bonfield,3.5
IL,Bonnie,10.7
IL,Boody,6.5
IL,Boulder Hill,16.4
IL,Bourbonnais,12.2
IL,Bowen,14.2
IL,Braceville,15.3
IL,Bradford,11.5
IL,Bradley,8.1
