State,City,poverty_rate
MO,Marlborough,8.6
MO,Marquand,32.4
MO,Marshall,19.9
MO,Marshfield,19.2
MO,Marston,28.5
MO,Marthasville,6.6
MO,Martinsburg,33.3
MO,Maryland Heights,9
MO,Maryville,38.1
MO,Matthews,24.9
MO,Maysville,14.4
MO,Mayview,26.9
MO,Meadville,7
MO,Mehlville,10.7
MO,Memphis,23.1
MO,Mendon,19.9
MO,Mercer,15.1
MO,Merriam Woods,28.2
MO,Merwin,40.5
MO,Meta,13.9
MO,Metz,5.6
MO,Mexico,20
MO,Miami,32.4
MO,Middletown,36
MO,Milan,26.4
MO,Milford,9.7
MO,Millard,39.4
MO,Miller,16.3
MO,Mill Spring,37.5
MO,Milo,17.3
MO,Mindenmines,36.6
MO,Mine La Motte,9.3
MO,Miner,12.6
MO,Mineral Point,21.8
MO,Miramiguoa Park,14.3
MO,Missouri,18.3
MO,Moberly,23.7
MO,Mokane,26.9
MO,Moline Acres,21
MO,Monett,28
MO,Monroe,19.9
MO,Montgomery,19.9
MO,Monticello,0.8
MO,Montier,0
MO,Montreal,67.3
MO,Montrose,22.5
MO,Mooresville,4.1
MO,Morehouse,19.2
MO,Morley,30.9
MO,Morrison,23.1
MO,Morrisville,27.8
MO,Mosby,8.7
MO,Moscow Mills,20.9
MO,Mound,12.6
MO,Moundville,11.4
MO,Mountain Grove,27.3
MO,Mountain View,30.2
MO,Mount Leonard,30.1
MO,Mount Moriah,42.7
MO,Mount Vernon,13.4
MO,Murphy,10.6
MO,Napoleon,10.7
MO,Naylor,27.5
MO,Neck,5
MO,Neelyville,44.4
MO,Nelson,21.7
MO,Neosho,20.2
MO,Nevada,27.1
MO,Newark,7.4
MO,New Bloomfield,18.1
MO,Newburg,38.5
MO,New Cambria,12.8
MO,New Florence,24.3
MO,New Franklin,14
MO,New Hampton,21.1
MO,New Haven,9.5
MO,New London,29.9
MO,New Madrid,20.5
MO,New Melle,5.8
MO,Newtonia,21.3
MO,Newtown,19.8
MO,Niangua,27.5
MO,Nixa,13.7
MO,Noel,40.7
MO,Norborne,12.9
MO,Normandy,27.4
MO,North Kansas,7.4
MO,North Lilbourn,70.3
MO,Northmoor,16.8
MO,Northwoods,27.2
MO,Norwood,41.9
MO,Norwood Court,24.7
MO,Novelty,34.8
MO,Novinger,22.4
MO,Oak Grove,6.8
MO,Oak Grove,32.3
MO,Oakland,1.7
MO,Oak Ridge,15.3
MO,Oaks,21.1
MO,Oakview,9.6
MO,Oakville,4.4
MO,Oakwood,11.8
MO,Oakwood Park,8.6
MO,Odessa,11.7
MO,O'Fallon,4.6
MO,Old Appleton,0
MO,Old Jamestown,7.7
MO,Old Monroe,29.2
MO,Olean,24.2
MO,Olivette,4.1
MO,Olympian,28
MO,Oran,15.2
MO,Oregon,8.2
MO,Oronogo,11
MO,Orrick,6.9
MO,Osage Beach,23.9
MO,Osborn,5.8
MO,Osceola,27.4
MO,Osgood,0
MO,Otterville,17.2
MO,Overland,18.4
MO,Owensville,24
MO,Oxly,45.1
MO,Ozark,12.6
MO,Ozora,8.2
MO,Pacific,19.3
MO,Pagedale,27
MO,Palmyra,17.1
MO,Paris,26.1
MO,Parkdale,4.1
MO,Park Hills,30.1
MO,Parkville,11.5
MO,Parkway,12.4
MO,Parma,40.5
MO,Parnell,20.4
MO,Pasadena Hills,8.4
MO,Pasadena Park,4.4
MO,Pascola,65.8
MO,Passaic,18.4
MO,Pattonsburg,15.9
MO,Paynesville,41.4
MO,Peaceful,0
MO,Peculiar,13.4
MO,Pendleton,8.7
MO,Penermon,66.3
MO,Perry,11.7
MO,Perryville,11.9
MO,Pevely,25
MO,Phelps,-
MO,Phillipsburg,15
MO,Pickering,9.9
MO,Piedmont,32.9
MO,Pierce,24.3
MO,Pierpont,1.1
MO,Pilot Grove,17.8
MO,Pilot Knob,17.6
MO,Pine Lawn,37.6
MO,Pineville,15.2
MO,Pinhook,0
MO,Plato,5.3
MO,Platte,14.1
MO,Platte Woods,4.1
MO,Plattsburg,12.6
MO,Pleasant Hill,12.5
MO,Pleasant Hope,23.3
MO,Pleasant Valley,12.2
MO,Plevna,60
MO,Pocahontas,34.7
MO,Pollock,40
MO,Polo,24.9
MO,Pomona,5.9
MO,Pontiac,47.8
MO,Poplar Bluff,27.7
MO,Portage Des Sioux,21.3
MO,Portageville,23.8
MO,Potosi,30.5
MO,Powersville,6.3
MO,Prairie Home,21.6
MO,Prathersville,11.7
MO,Preston,39.9
MO,Princeton,13.4
MO,Purcell,22.4
MO,Purdin,55.7
MO,Purdy,16.1
MO,Puxico,21
MO,Queen,23.5
MO,Quitman,37.8
MO,Qulin,37.9
MO,Randolph,10.7
MO,Ravanna,11.4
MO,Ravenwood,20.2
MO,Raymondville,22.7
MO,Raymore,3.9
MO,Raytown,13.9
MO,Rayville,21.9
MO,Rea,20.8
MO,Redings Mill,11.7
MO,Reeds,23.9
MO,Reeds Spring,24.1
MO,Renick,19.2
MO,Rensselaer,24
MO,Republic,15.8
MO,Revere,13.3
MO,Rhineland,23.1
MO,Richards,42.6
MO,Rich Hill,28.1
MO,Richland,30.3
MO,Richmond,23.7
MO,Richmond Heights,8.3
MO,Ridgely,2.8
MO,Ridgeway,36.4
MO,Risco,19.3
MO,Ritchey,20.5
MO,River Bend,0
MO,Riverside,19.6
MO,Riverview,22.1
MO,Riverview Estates,5
MO,Rives,1.8
MO,Rocheport,7.5
MO,Rockaway Beach,34.1
MO,Rock Hill,8.1
MO,Rock Port,10.7
MO,Rockville,30.9
MO,Rogersville,13.2
MO,Rolla,24.4
MO,Roscoe,40.5
MO,Rosebud,9.3
MO,Rosendale,42.6
MO,Rothville,42.7
MO,Rush Hill,6.8
MO,Rushville,17.5
MO,Russellville,19.5
MO,Rutledge,13.9
MO,Saddlebrooke,3.2
MO,Saginaw,23.8
MO,St. Ann,16.4
MO,St. Charles,10.9
MO,St. Clair,15.9
MO,St. Clement,6.5
MO,St. Cloud,0
MO,Ste. Genevieve,26.6
MO,St. Elizabeth,4.9
MO,St. Francisville,7.8
MO,St. James,19.2
MO,St. John,9.5
MO,St. Joseph,19.9
MO,St. Louis,27.1
MO,St. Martins,12.7
MO,St. Mary,21.6
MO,St. Paul,5.6
MO,St. Peters,3.8
MO,St. Robert,22.7
MO,St. Thomas,7.2
MO,Salem,33.3
MO,Salisbury,25.8
MO,Sappington,5.3
MO,Sarcoxie,18.3
MO,Savannah,11
MO,Schell,41.4
MO,Scotsdale,1.8
MO,Scott,25.3
MO,Sedalia,23.9
MO,Sedgewickville,15.3
MO,Seligman,31.9
MO,Senath,35
MO,Seneca,18.8
MO,Seymour,25
MO,Shelbina,21.2
MO,Shelbyville,10.4
MO,Sheldon,19
MO,Shell Knob,4.5
MO,Sheridan,27.8
MO,Shoal Creek Drive,8.6
MO,Shoal Creek Estates,7.1
MO,Shrewsbury,9.5
MO,Sibley,10.1
MO,Sikeston,21.3
MO,Silex,71.8
MO,Skidmore,37.5
MO,Slater,17.7
MO,Smithton,21.2
MO,Smithville,5.3
MO,South Fork,0
MO,South Gifford,32.7
MO,South Gorin,33.3
MO,South Greenfield,59.1
MO,South Lineville,12
MO,Southwest,35.1
MO,Spanish Lake,23.5
MO,Sparta,19.2
MO,Spickard,44.6
MO,Spokane,0
MO,Springfield,25.7
MO,Stanberry,14.4
MO,Stark,25.4
MO,Steele,31.4
MO,Steelville,29.7
MO,Stella,31.5
MO,Stewartsville,3.5
MO,Stockton,23.7
MO,Stotesbury,0
MO,Stotts,38.2
MO,Stoutland,11.1
MO,Stoutsville,20.8
MO,Stover,30
MO,Strafford,9
MO,Strasburg,13.3
MO,Sturgeon,8.6
MO,Sugar Creek,15.5
MO,Sullivan,19
MO,Summersville,20
MO,Sumner,35.8
MO,Sundown,0
MO,Sunrise Beach,14.5
MO,Sunset Hills,4.9
MO,Sweet Springs,14.6
MO,Sycamore Hills,13.4
MO,Syracuse,21.3
MO,Tallapoosa,40.1
MO,Taneyville,22.6
MO,Taos,1.8
MO,Tarkio,20.5
MO,Tarrants,-
MO,Terre du Lac,7.1
MO,Thayer,28
MO,Theodosia,29.4
MO,Thomasville,0
MO,Three Creeks,0
MO,Tightwad,6.5
MO,Tina,9.7
MO,Tindall,0
MO,Tipton,14.3
MO,Town and Country,3
MO,Tracy,8.4
MO,Trenton,23.1
MO,Trimble,18
MO,Triplett,22.2
MO,Troy,14.6
MO,Truesdale,33.1
MO,Truxton,56.7
MO,Turney,23.4
MO,Tuscumbia,15.1
MO,Twin Oaks,5.7
MO,Umber View Heights,0
MO,Union,10.8
MO,Union Star,14.6
MO,Unionville,28.3
MO,Unity,22.4
MO,University,17.6
MO,Uplands Park,20.6
MO,Urbana,36.9
MO,Urich,15.9
MO,Utica,15.4
MO,Valley Park,11.2
MO,Van Buren,11.3
MO,Vandalia,22.5
MO,Vandiver,2.1
MO,Vanduser,24.2
MO,Velda,17
MO,Velda Hills,29.7
MO,Verona,22.4
MO,Versailles,31.8
MO,Viburnum,18.6
MO,Vienna,6.7
MO,Village of Four Seasons,10.4
MO,Villa Ridge,25.8
MO,Vinita Park,32
MO,Vinita Terrace,18.2
MO,Vista,14.6
MO,Waco,10.2
MO,Walker,26.4
MO,Walnut Grove,24.1
MO,Wardell,23.2
MO,Wardsville,5.4
MO,Warrensburg,25.3
MO,Warrenton,24.5
MO,Warsaw,27.4
MO,Warson Woods,1.4
MO,Washburn,20.8
MO,Washington,11.4
MO,Wasola,72.2
MO,Watson,13
MO,Waverly,12.1
MO,Wayland,20.3
MO,Waynesville,13.3
MO,Weatherby,54.5
MO,Weatherby Lake,3.9
MO,Weaubleau,42.8
MO,Webb,15.5
MO,Webster Groves,4.1
MO,Weingarten,36.8
MO,Weldon Spring,2.7
MO,Weldon Spring Heights,0
MO,Wellington,11.5
MO,Wellston,55.3
MO,Wellsville,18
MO,Wentworth,7.8
MO,Wentzville,6.1
MO,West Alton,15.2
MO,Westboro,27.1
MO,West Line,9
MO,Weston,6.4
MO,Westphalia,7.6
MO,West Plains,26.7
MO,West Sullivan,49.2
MO,Westwood,2
MO,Wheatland,26.3
MO,Wheaton,20.5
MO,Wheeling,26.9
MO,Whiteman AFB,3.5
MO,Whiteside,25
MO,Whitewater,17.2
MO,Wilbur Park,6.9
MO,Wildwood,4.6
MO,Willard,10.4
MO,Williamsville,33.1
MO,Willow Springs,29.3
MO,Wilson,74.5
MO,Winchester,2.8
MO,Windsor,13.7
MO,Windsor Place,4.8
MO,Winfield,23.9
MO,Winigan,0
MO,Winona,33.9
MO,Winston,23
MO,Wood Heights,6
MO,Woodson Terrace,11.6
MO,Wooldridge,14.3
MO,Worth,22.6
MO,Wortham,63.7
MO,Worthington,39.6
MO,Wright,18.6
MO,Wyaconda,26.1
MO,Wyatt,28.4
MO,Zalma,29.5
MT,Absarokee,8.5
MT,Alberton,19.8
MT,Alder,8
MT,Alzada,47.6
MT,Amsterdam,3.2
MT,Anaconda-Deer Lodge County,17.3
MT,Antelope,0
MT,Arlee,22.7
MT,Ashland,32.9
MT,Augusta,6.7
MT,Avon,20.3
MT,Azure,45.5
MT,Babb,53.7
MT,Bainville,0
MT,Baker,8.7
MT,Ballantine,19
MT,Basin,26.9
MT,Batavia,29.2
MT,Bearcreek,12.9
MT,Bear Dance,2.3
MT,Beaver Creek,12.8
MT,Belfry,27.9
MT,Belgrade,10
MT,Belknap,0
MT,Belt,23.3
MT,Biddle,0
MT,Big Arm,0
MT,Bigfork,12
MT,Big Sandy,16.1
MT,Big Sky,12.8
MT,Big Timber,13.6
MT,Billings,12.8
MT,Birney,81.5
MT,Black Eagle,18
MT,Boneau,60.4
MT,Bonner-West Riverside,16.4
MT,Boulder,23.3
MT,Box Elder,43.4
MT,Boyd,0
MT,Bozeman,20.1
MT,Brady,10.3
MT,Bridger,11.7
MT,Bridger,0
MT,Broadus,9
MT,Broadview,6.1
MT,Brockton,26
MT,Browning,43
MT,Busby,56.6
MT,Butte-Silver Bow,20.1
MT,Butte-Silver Bow (balance),19.7
MT,Bynum,0
MT,Camas,48.6
MT,Camp Three,9.9
MT,Cardwell,0
MT,Carlton,0
MT,Carter,2.6
MT,Cascade,12.1
MT,Charlo,18.1
MT,Charlos Heights,31.1
MT,Chester,2.5
MT,Chinook,15.2
MT,Choteau,13.3
MT,Churchill,4.6
MT,Circle,12
MT,Clancy,8.1
MT,Clinton,14.4
MT,Clyde Park,11.1
MT,Colstrip,8.5
MT,Columbia Falls,11.8
MT,Columbus,9.9
MT,Condon,25.5
MT,Conner,0
MT,Conrad,16.8
MT,Cooke,0
MT,Coram,15.6
MT,Corvallis,31.2
MT,Corwin Springs,20.8
MT,Craig,6.5
MT,Crane,0
MT,Crow Agency,36
MT,Culbertson,7.8
MT,Custer,29.5
MT,Cut Bank,20.7
MT,Darby,27.9
MT,Dayton,5.6
MT,De Borgia,-
MT,Deer Lodge,16
MT,Denton,7
MT,Dillon,22
MT,Dixon,35.3
MT,Dodson,33.1
MT,Drummond,19.9
MT,Dupuyer,24.1
MT,Dutton,12.9
MT,East Glacier Park,13.8
MT,East Helena,9.2
MT,East Missoula,22.4
MT,Edgar,2.2
MT,Ekalaka,10.1
MT,Elkhorn,100
MT,Elliston,12.2
MT,Elmo,15.4
MT,Emigrant,8.9
MT,Ennis,4.2
MT,Eureka,37.7
MT,Evaro,11.2
MT,Evergreen,12.8
MT,Fairfield,18.4
MT,Fairview,19.4
MT,Fallon,7.4
MT,Finley Point,10
MT,Flaxville,18.9
MT,Florence,4.3
MT,Forest Hill,0
MT,Forsyth,6.1
MT,Fort Belknap Agency,45.8
MT,Fort Benton,5.4
MT,Fortine,25.4
MT,Fort Peck,0
MT,Fort Shaw,18
MT,Fort Smith,0
MT,Four Corners,4.8
MT,Fox Lake,8
MT,Frazer,31.1
MT,Frenchtown,2.6
MT,Froid,6.1
MT,Fromberg,13
MT,Gallatin Gateway,11.4
MT,Gallatin River Ranch,0
MT,Gardiner,15.3
MT,Garrison,5.3
MT,Geraldine,32
MT,Geyser,18.8
MT,Gibson Flats,0
MT,Gildford,3.9
MT,Glasgow,15.6
MT,Glendive,19.5
MT,Grass Range,41.7
MT,Great Falls,17.4
MT,Greycliff,10.3
MT,Hamilton,24.3
MT,Happys Inn,0
MT,Hardin,22.6
MT,Harlem,25
MT,Harlowton,16.4
MT,Harrison,18.1
MT,Havre,18.3
MT,Havre North,41.7
MT,Hays,39.3
MT,Heart Butte,50.5
MT,Hebgen Lake Estates,0
MT,Helena,17
MT,Helena Flats,11.1
MT,Helena Valley Northeast,10.6
MT,Helena Valley Northwest,2.9
MT,Helena Valley Southeast,10.4
MT,Helena Valley West Central,9.3
MT,Helena West Side,9.9
MT,Heron,4.5
MT,Herron,11.4
MT,Highwood,2.2
MT,Hingham,13.9
MT,Hinsdale,6.2
MT,Hobson,10.6
MT,Hot Springs,31.2
MT,Hungry Horse,48.5
MT,Huntley,0
MT,Huson,0
MT,Hysham,27.5
MT,Indian Springs,0
MT,Inverness,45.2
MT,Ismay,0
MT,Jardine,0
MT,Jefferson,6.7
MT,Jette,0
MT,Joliet,10
MT,Joplin,8.2
MT,Jordan,11.1
MT,Judith Gap,5.8
MT,Kalispell,17.1
MT,Kerr,0.6
MT,Kevin,21.8
MT,Kicking Horse,13.2
MT,Kila,8.3
MT,King Arthur Park,4.5
MT,Kings Point,23
MT,Klein,3.2
MT,Kremlin,5.3
MT,Lake Mary Ronan,68.6
MT,Lakeside,21.6
MT,Lame Deer,45.1
MT,Laurel,9
MT,Lavina,22.2
MT,Lewistown,9.3
MT,Lewistown Heights,7.1
MT,Libby,24.2
MT,Lima,29.2
MT,Lincoln,23.4
MT,Lindisfarne,1.1
MT,Little Bitterroot Lake,0
MT,Little Browning,43.3
MT,Livingston,12.7
MT,Lockwood,9.1
MT,Lodge Grass,48.4
MT,Lodge Pole,46.4
MT,Logan,0
MT,Lolo,7.3
MT,Loma,0
MT,Lonepine,3
MT,Malmstrom AFB,2.4
MT,Malta,14.3
MT,Manhattan,5.3
MT,Marion,8.1
MT,Martin,31.1
MT,Martinsdale,35.8
MT,Marysville,12.6
MT,Maxville,20.2
MT,Medicine Lake,5.7
MT,Melstone,18.3
MT,Midvale,4.5
MT,Miles,13
MT,Missoula,19.5
MT,Montana,2.3
MT,Moore,15.8
MT,Muddy,40.7
MT,Musselshell,41.5
MT,Nashua,16.9
MT,Neihart,5.6
MT,Niarada,0
MT,North Browning,51.2
MT,Noxon,12.8
MT,Old Agency,76.7
MT,Olney,0
MT,Opheim,19.7
MT,Orchard Homes,16.3
MT,Outlook,0
MT,Ovando,6.2
MT,Pablo,48.7
MT,Paradise,18.1
MT,Park,3
MT,Parker School,28.9
MT,Philipsburg,11.7
MT,Piltzville,13.1
MT,Pinesdale,31.2
MT,Pioneer Junction,5.3
MT,Plains,26.9
MT,Plentywood,10.5
MT,Plevna,6.3
MT,Polson,21.2
MT,Ponderosa Pines,2.4
MT,Pony,0.6
MT,Poplar,30.7
MT,Power,15.5
MT,Pray,7.6
MT,Pryor,40.6
MT,Rader Creek,0
MT,Radersburg,22.6
MT,Ravalli,23
MT,Red Lodge,20.6
MT,Reed Point,14.7
MT,Reserve,0
MT,Rexford,7.9
MT,Richey,15.8
MT,Riverbend,5
MT,Roberts,7.6
MT,Rocky Boy's Agency,27.2
MT,Rocky Boy West,66.2
MT,Rocky Point,14.3
MT,Rollins,26.8
MT,Ronan,30.5
MT,Roscoe,0
MT,Rosebud,7.6
MT,Roundup,18.5
MT,Roy,12.9
MT,Rudyard,4
MT,Ryegate,10.2
MT,Saco,16.2
MT,Saddle Butte,2.3
MT,St. Ignatius,29.5
MT,St. Marie,4.2
MT,St. Pierre,13.9
MT,St. Regis,37.9
MT,St. Xavier,100
MT,Sand Coulee,6.8
MT,Sangrey,43.9
MT,Santa Rita,0
MT,Savage,20.2
MT,Scobey,6.5
MT,Sedan,5.8
MT,Seeley Lake,16.2
MT,Shawmut,8.5
MT,Shelby,16.4
MT,Shepherd,16.7
MT,Sheridan,11.8
MT,Sidney,12.2
MT,Silesia,9
MT,Silver Gate,0
MT,Simms,20.1
MT,Somers,14.6
MT,South Browning,50.5
MT,South Glastonbury,12.7
MT,South Hills,0
MT,Spokane Creek,9.5
MT,Springdale,67.4
MT,Springhill,0
MT,Stanford,13.9
MT,Starr School,17.8
MT,Stevensville,24.6
MT,Stockett,0
MT,Stryker,8.6
MT,Sula,0
MT,Sunburst,2
MT,Sun Prairie,24.5
MT,Sun River,23.8
MT,Superior,25.5
MT,Swan Lake,13.2
MT,Sweet Grass,25.9
MT,Sylvanite,2.6
MT,Terry,18.3
MT,The Silos,10.6
MT,Thompson Falls,20.6
MT,Three Forks,8.6
MT,Toston,0
MT,Townsend,11.4
MT,Trego,22.3
MT,Trout Creek,28.6
MT,Troy,25.7
MT,Turah,1.2
MT,Turner,9.4
MT,Turtle Lake,40.1
MT,Twin Bridges,10.4
MT,Ulm,2.7
MT,Valier,7.8
MT,Vaughn,14.4
MT,Victor,31.2
MT,Virginia,27.2
MT,Walkerville,35.3
MT,Weeksville,0
MT,Westby,17.1
MT,West Glacier,10.6
MT,West Glendive,4.5
MT,West Havre,9.9
MT,West Kootenai,0
MT,West Yellowstone,15.1
MT,Wheatland,0
MT,Whitefish,6.3
MT,Whitehall,15.3
MT,White Haven,34.2
MT,White Sulphur Springs,11.5
MT,Whitewater,0
MT,Wibaux,22.2
MT,Willow Creek,10.2
MT,Wilsall,3
MT,Wineglass,16.3
MT,Winifred,25.3
MT,Winnett,6.8
MT,Winston,-
MT,Wisdom,8
MT,Wolf Point,22.3
MT,Woods Bay,5.9
MT,Worden,25
MT,Wye,23.9
MT,Wyola,31
MT,Yaak,20.4
MT,Zortman,0
NE,Abie,7.7
NE,Adams,11.1
NE,Ainsworth,18.8
NE,Albion,12.2
NE,Alda,14.8
NE,Alexandria,23.8
NE,Allen,11
NE,Alliance,19.1
NE,Alma,16.1
NE,Alvo,11.2
NE,Ames,0
NE,Amherst,3.5
NE,Anoka,0
NE,Anselmo,12.4
NE,Ansley,9.6
NE,Arapahoe,12.7
NE,Arcadia,12.7
NE,Archer,0
NE,Arlington,11
NE,Arnold,13.9
NE,Arthur,12.4
NE,Ashland,12.2
NE,Ashton,4.5
NE,Aten,6.1
NE,Atkinson,12.7
NE,Atlanta,16.3
NE,Auburn,8.5
NE,Aurora,11.7
NE,Avoca,11
NE,Axtell,5
NE,Ayr,4.4
NE,Bancroft,11.6
NE,Barada,18.2
NE,Barneston,15.8
NE,Bartlett,13.3
NE,Bartley,14
NE,Bassett,15
NE,Battle Creek,10.8
NE,Bayard,13
NE,Bazile Mills,5
NE,Beatrice,11
NE,Beaver,21.2
NE,Beaver Crossing,8.4
NE,Bee,10.3
NE,Beemer,9.5
NE,Belden,4.6
NE,Belgrade,22.6
NE,Bellevue,11.3
NE,Bellwood,15.2
NE,Belmar,7.5
NE,Belvidere,25.8
NE,Benedict,8.4
NE,Benkelman,11
NE,Bennet,3.1
NE,Bennington,8.2
NE,Berea,0
NE,Bertrand,6.5
NE,Berwyn,0
NE,Big Springs,18.1
NE,Bladen,12.8
NE,Blair,16.3
NE,Bloomfield,19
NE,Bloomington,39.7
NE,Blue Hill,11.3
NE,Blue Springs,32
NE,Bow Valley,12.7
NE,Boys,92.3
NE,Bradshaw,4.6
NE,Brady,13.7
NE,Brainard,3.8
NE,Brewster,80
NE,Bridgeport,9.3
NE,Bristow,7.8
NE,Broadwater,30.1
NE,Brock,12.9
NE,Broken Bow,12.5
NE,Brownlee,0
NE,Brownville,7.7
NE,Brule,8.6
NE,Bruning,13.2
NE,Bruno,17.9
NE,Brunswick,18.3
NE,Burchard,22.6
NE,Burr,7.4
NE,Burton,44.4
NE,Burwell,10.9
NE,Bushnell,2.7
NE,Butte,16
NE,Byron,8.8
NE,Cairo,6.6
NE,Callaway,17.1
NE,Cambridge,6.8
NE,Campbell,12.2
NE,Carleton,11.6
NE,Carroll,13.2
NE,Cedar Bluffs,15.6
NE,Cedar Creek,6.6
NE,Cedar Rapids,18.6
NE,Center,10.5
NE,Central,11.1
NE,Ceresco,9.5
NE,Chadron,18.8
NE,Chalco,5.9
NE,Chambers,10.8
NE,Champion,70.3
NE,Chapman,8.2
NE,Chappell,12.8
NE,Chester,6.5
NE,Clarks,12.7
NE,Clarkson,13.7
NE,Clatonia,14.8
NE,Clay Center,6.6
NE,Clearwater,12.3
NE,Clinton,12.8
NE,Cody,7.8
NE,Coleridge,14.3
NE,Colon,2.4
NE,Columbus,9
NE,Comstock,31.1
NE,Concord,10.4
NE,Cook,12.9
NE,Cordova,7.3
NE,Cornlea,0
NE,Cortland,10.2
NE,Cotesfield,7.4
NE,Cowles,16.7
NE,Cozad,16.2
NE,Crab Orchard,47.4
NE,Craig,5
NE,Crawford,23.1
NE,Creighton,9.9
NE,Creston,9.2
NE,Crete,16.2
NE,Crofton,8.5
NE,Crookston,5.7
NE,Culbertson,18.7
NE,Curtis,10
NE,Cushing,26.4
NE,Dakota,15.2
NE,Dalton,9.7
NE,Danbury,14.3
NE,Dannebrog,13.8
NE,Davenport,15.6
NE,Davey,14.1
NE,David,12.4
NE,Dawson,10.2
NE,Daykin,22.5
NE,Decatur,15.9
NE,Denton,15
NE,Deshler,7.1
NE,Deweese,6
NE,De Witt,12.3
NE,Diller,8.7
NE,Dix,25.8
NE,Dixon,32.1
NE,Dodge,13.2
NE,Doniphan,8.8
NE,Dorchester,1.9
NE,Douglas,13.1
NE,Du Bois,5.8
NE,Dunbar,11.9
NE,Duncan,7
NE,Dunning,27.2
NE,Dwight,10.7
NE,Eagle,15.1
NE,Eddyville,2.4
NE,Edgar,16.9
NE,Edison,17.1
NE,Elba,14
NE,Elgin,9.5
NE,Elk Creek,19.6
NE,Elm Creek,6.6
NE,Elmwood,4.1
NE,Elsie,1.7
NE,Elwood,11.1
NE,Elyria,25.6
NE,Emerson,16.1
NE,Emmet,5.3
NE,Enders,52.8
NE,Endicott,16
NE,Ericson,6.1
NE,Eustis,14.1
NE,Ewing,19
NE,Exeter,10.4
NE,Fairbury,13.1
NE,Fairfield,18.1
NE,Fairmont,11.2
NE,Falls,26.3
NE,Farnam,11.8
NE,Farwell,22.8
NE,Filley,8.9
NE,Firth,14.5
NE,Fontanelle,0
NE,Fordyce,10
NE,Fort Calhoun,5.9
NE,Foster,5.4
NE,Franklin,12.2
NE,Fremont,12.5
NE,Friend,4.4
NE,Fullerton,15.1
NE,Funk,5.7
NE,Gandy,50
NE,Garland,9.1
NE,Garrison,26.5
NE,Geneva,13
NE,Genoa,12.6
NE,Gering,7.7
NE,Gibbon,14.4
NE,Gilead,51.2
NE,Giltner,4
NE,Glenvil,5.7
NE,Glenwood,0
NE,Goehner,13.5
NE,Gordon,31
NE,Gothenburg,11.7
NE,Grafton,11.8
NE,Grand Island,17
NE,Grant,8.2
NE,Greeley Center,24.3
NE,Greenwood,6.6
NE,Gresham,20.5
NE,Gretna,6.7
NE,Gross,0
NE,Guide Rock,32.7
NE,Gurley,7
NE,Hadar,1
NE,Haigler,15.3
NE,Hallam,1.3
NE,Halsey,2.9
NE,Hamlet,1.6
NE,Hampton,4.8
NE,Harbine,7.5
NE,Hardy,22.9
NE,Harrisburg,13.3
NE,Harrison,14.6
NE,Hartington,6.7
NE,Harvard,24.4
NE,Hastings,13.4
NE,Hayes Center,9.1
NE,Hay Springs,10.1
NE,Hazard,3.3
NE,Heartwell,12.9
NE,Hebron,11.9
NE,Hemingford,12
NE,Henderson,7
NE,Hendley,19
NE,Henry,17.1
NE,Herman,21.1
NE,Hershey,7.4
NE,Hickman,3.8
NE,Hildreth,13.7
NE,Holbrook,49.1
NE,Holdrege,8.8
NE,Holmesville,0
NE,Holstein,7.6
NE,Homer,10.4
NE,Hooper,5.4
NE,Hordville,6.9
NE,Hoskins,1.5
NE,Howard,16.1
NE,Howells,4.4
NE,Hubbard,5
NE,Hubbell,30.8
NE,Humboldt,24.7
NE,Humphrey,5.4
NE,Huntley,9.3
NE,Hyannis,7
NE,Imperial,9
NE,Inavale,15.9
NE,Indianola,13.2
NE,Inglewood,15.8
NE,Inland,0
NE,Inman,10.1
NE,Ithaca,15
NE,Jackson,6.2
NE,Jansen,16.2
NE,Johnson,14.2
NE,Johnstown,13.2
NE,Julian,8.2
NE,Juniata,13.1
NE,Kearney,16.4
NE,Kenesaw,10.4
NE,Kennard,9.9
NE,Keystone,0
NE,Kilgore,20.3
NE,Kimball,14.9
NE,King Lake,33.6
NE,Lakeview,10
NE,Lamar,0
NE,La Platte,24.1
NE,Laurel,14.2
NE,La Vista,7.4
NE,Lawrence,17.4
NE,Lebanon,12.8
NE,Leigh,5.6
NE,Lemoyne,0
NE,Leshara,8.9
NE,Lewellen,18.6
NE,Lewiston,11.8
NE,Lexington,21.4
NE,Liberty,21.4
NE,Lincoln,15.9
NE,Lindsay,25.3
NE,Lindy,0
NE,Linwood,20.4
NE,Lisco,0
NE,Litchfield,6.5
NE,Lodgepole,13.3
NE,Long Pine,8.1
NE,Loomis,3.2
NE,Lorenzo,0
NE,Loretto,0
NE,Lorton,4.4
NE,Louisville,4.4
NE,Loup,17.1
NE,Lushton,0
NE,Lyman,32.3
NE,Lynch,18.8
NE,Lyons,13.9
NE,McCook,10.5
NE,McCool Junction,16.4
NE,McGrew,14.9
NE,McLean,0
NE,Macy,66.2
NE,Madison,18.6
NE,Madrid,21.5
NE,Magnet,32.6
NE,Malcolm,4.1
NE,Malmo,0
NE,Manley,4.2
NE,Marquette,11.3
NE,Martin,19.9
NE,Martinsburg,22.4
NE,Maskell,5.3
NE,Mason,19.7
NE,Max,0
NE,Maxwell,16.7
NE,Maywood,14.5
NE,Mead,8.5
NE,Meadow Grove,16
